Strategy,PitLaps,RaceTime
SOFT-HARD-MEDIUM,"[16, 44]",5655.639466666666
MEDIUM-HARD-SOFT,"[13, 41]",5655.6394666666665
SOFT-MEDIUM-HARD,"[19, 41]",5655.741903030302
SOFT-HARD-MEDIUM,"[19, 35]",5655.741903030302
MEDIUM-SOFT-HARD,"[22, 41]",5655.741903030302
MEDIUM-HARD-SOFT,"[22, 38]",5655.741903030302
HARD-MEDIUM-SOFT,"[16, 38]",5655.741903030304
HARD-SOFT-MEDIUM,"[16, 35]",5655.741903030304
SOFT-MEDIUM-HARD,"[22, 44]",5655.861412121211
MEDIUM-SOFT-HARD,"[22, 44]",5655.861412121211
SOFT-HARD-MEDIUM,"[22, 35]",5655.861412121211
MEDIUM-HARD-SOFT,"[22, 35]",5655.861412121212
HARD-MEDIUM-SOFT,"[13, 35]",5655.861412121212
HARD-SOFT-MEDIUM,"[13, 35]",5655.861412121213
MEDIUM-SOFT-HARD,"[15, 30]",5655.869345454544
SOFT-MEDIUM-HARD,"[15, 30]",5655.869345454544
MEDIUM-HARD-SOFT,"[15, 42]",5655.869345454545
SOFT-HARD-MEDIUM,"[15, 42]",5655.8693454545455
MEDIUM-SOFT-HARD,"[10, 28]",5656.0404424242415
SOFT-MEDIUM-HARD,"[18, 28]",5656.0404424242415
MEDIUM-HARD-SOFT,"[10, 39]",5656.040442424242
MEDIUM-SOFT-HARD,"[22, 40]",5656.151969696968
SOFT-MEDIUM-HARD,"[18, 40]",5656.151969696969
MEDIUM-HARD-SOFT,"[22, 39]",5656.151969696969
SOFT-HARD-MEDIUM,"[18, 35]",5656.151969696969
HARD-SOFT-MEDIUM,"[17, 35]",5656.15196969697
HARD-MEDIUM-SOFT,"[17, 39]",5656.151969696971
MEDIUM-SOFT-HARD,"[21, 37]",5656.159927272725
SOFT-MEDIUM-HARD,"[16, 37]",5656.159927272726
SOFT-HARD-MEDIUM,"[16, 36]",5656.159927272726
MEDIUM-HARD-SOFT,"[21, 41]",5656.159927272727
HARD-SOFT-MEDIUM,"[20, 36]",5656.159927272728
HARD-MEDIUM-SOFT,"[20, 41]",5656.159927272729
MEDIUM-SOFT-HARD,"[20, 35]",5656.3340424242415
SOFT-MEDIUM-HARD,"[15, 35]",5656.3340424242415
SOFT-HARD-MEDIUM,"[15, 37]",5656.3340424242415
MEDIUM-HARD-SOFT,"[20, 42]",5656.3340424242415
HARD-SOFT-MEDIUM,"[22, 37]",5656.334042424243
HARD-MEDIUM-SOFT,"[22, 42]",5656.334042424243
SOFT-HARD-MEDIUM,"[23, 35]",5656.35115151515
HARD-MEDIUM-SOFT,"[12, 34]",5656.351151515151
MEDIUM-HARD-SOFT,"[22, 34]",5656.351151515151
HARD-SOFT-MEDIUM,"[12, 35]",5656.351151515152
MEDIUM-SOFT-HARD,"[11, 28]",5656.378054545454
SOFT-MEDIUM-HARD,"[17, 28]",5656.378054545454
MEDIUM-HARD-SOFT,"[11, 40]",5656.378054545455
HARD-MEDIUM-SOFT,"[10, 31]",5656.381896969696
MEDIUM-HARD-SOFT,"[21, 31]",5656.381896969696
HARD-SOFT-MEDIUM,"[10, 36]",5656.381896969697
SOFT-MEDIUM,[38],5656.590715151515
MEDIUM-SOFT,[19],5656.590715151515
MEDIUM-SOFT,[20],5656.704509090909
SOFT-MEDIUM,[37],5656.70450909091
MEDIUM-SOFT-HARD,"[14, 29]",5656.724387878786
SOFT-MEDIUM-HARD,"[15, 29]",5656.724387878787
MEDIUM-HARD-SOFT,"[14, 42]",5656.724387878788
SOFT-HARD-MEDIUM,"[15, 43]",5656.724387878788
HARD-SOFT,[13],5656.72847878788
SOFT-MEDIUM,[39],5656.757636363636
MEDIUM-SOFT,[18],5656.757636363636
SOFT-HARD-MEDIUM,"[17, 35]",5656.786987878787
MEDIUM-SOFT-HARD,"[22, 39]",5656.786987878787
SOFT-MEDIUM-HARD,"[17, 39]",5656.786987878788
MEDIUM-HARD-SOFT,"[22, 40]",5656.786987878788
HARD-SOFT-MEDIUM,"[18, 35]",5656.786987878789
HARD-MEDIUM-SOFT,"[18, 40]",5656.786987878789
SOFT-HARD,[22],5656.966145454544
HARD-SOFT,[35],5656.966145454546
SOFT-MEDIUM-HARD,"[16, 28]",5656.99638181818
MEDIUM-SOFT-HARD,"[12, 28]",5656.996381818181
MEDIUM-HARD-SOFT,"[12, 41]",5656.996381818182
SOFT-HARD-MEDIUM,"[14, 39]",5657.030515151514
MEDIUM-HARD-SOFT,"[18, 43]",5657.030515151514
SOFT-MEDIUM-HARD,"[14, 32]",5657.030515151514
MEDIUM-SOFT-HARD,"[18, 32]",5657.030515151514
MEDIUM-HARD-SOFT,"[10, 20]",5657.04963030303
HARD-MEDIUM-SOFT,"[10, 20]",5657.04963030303
MEDIUM-HARD-SOFT,"[22, 33]",5657.065842424241
SOFT-HARD-MEDIUM,"[24, 35]",5657.065842424241
HARD-SOFT-MEDIUM,"[11, 35]",5657.065842424243
HARD-MEDIUM-SOFT,"[11, 33]",5657.065842424243
SOFT-MEDIUM-HARD,"[14, 31]",5657.06769090909
MEDIUM-HARD-SOFT,"[17, 43]",5657.06769090909
SOFT-HARD-MEDIUM,"[14, 40]",5657.067690909091
MEDIUM-SOFT-HARD,"[17, 31]",5657.067690909091
SOFT-MEDIUM,[36],5657.099018181818
MEDIUM-SOFT,[21],5657.099018181818
MEDIUM-SOFT,[17],5657.205272727273
MEDIUM-SOFT-HARD,"[19, 33]",5657.309333333332
MEDIUM-HARD-SOFT,"[19, 43]",5657.309333333332
SOFT-MEDIUM-HARD,"[14, 33]",5657.309333333332
SOFT-HARD-MEDIUM,"[14, 38]",5657.309333333333
HARD-MEDIUM-SOFT,"[24, 43]",5657.309333333334
HARD-SOFT-MEDIUM,"[24, 38]",5657.3093333333345
MEDIUM-SOFT-HARD,"[21, 36]",5657.374963636362
SOFT-HARD-MEDIUM,"[15, 36]",5657.374963636362
MEDIUM-HARD-SOFT,"[21, 42]",5657.374963636363
SOFT-MEDIUM-HARD,"[15, 36]",5657.374963636363
HARD-SOFT-MEDIUM,"[21, 36]",5657.374963636364
HARD-MEDIUM-SOFT,"[21, 42]",5657.374963636365
SOFT-MEDIUM-HARD,"[14, 30]",5657.420860606058
MEDIUM-HARD-SOFT,"[16, 43]",5657.420860606059
MEDIUM-SOFT-HARD,"[16, 30]",5657.420860606059
SOFT-HARD-MEDIUM,"[14, 41]",5657.42086060606
MEDIUM-SOFT-HARD,"[22, 38]",5657.646957575756
SOFT-HARD-MEDIUM,"[16, 35]",5657.6469575757565
SOFT-MEDIUM-HARD,"[16, 38]",5657.6469575757565
MEDIUM-HARD-SOFT,"[22, 41]",5657.646957575757
HARD-SOFT-MEDIUM,"[19, 35]",5657.646957575758
HARD-MEDIUM-SOFT,"[19, 41]",5657.646957575759
MEDIUM-SOFT,[22],5657.774242424242
SOFT-MEDIUM,[35],5657.774242424242
MEDIUM-HARD-SOFT,"[23, 37]",5657.8802727272705
MEDIUM-SOFT-HARD,"[23, 43]",5657.880272727271
SOFT-HARD-MEDIUM,"[20, 34]",5657.880272727272
SOFT-MEDIUM-HARD,"[20, 43]",5657.880272727272
HARD-MEDIUM-SOFT,"[14, 37]",5657.880272727272
HARD-SOFT-MEDIUM,"[14, 34]",5657.880272727274
MEDIUM-SOFT-HARD,"[13, 28]",5657.895424242422
SOFT-MEDIUM-HARD,"[15, 28]",5657.895424242423
SOFT-HARD-MEDIUM,"[15, 44]",5657.895424242424
MEDIUM-HARD-SOFT,"[13, 42]",5657.895424242424
SOFT-MEDIUM-HARD,"[14, 34]",5657.904145454543
MEDIUM-SOFT-HARD,"[20, 34]",5657.904145454544
MEDIUM-HARD-SOFT,"[20, 43]",5657.904145454544
SOFT-HARD-MEDIUM,"[14, 37]",5657.904145454545
HARD-SOFT-MEDIUM,"[23, 37]",5657.904145454547
HARD-MEDIUM-SOFT,"[23, 43]",5657.904145454547
MEDIUM-SOFT,[16],5657.933624242424
MEDIUM-HARD-SOFT,"[23, 38]",5657.935272727271
SOFT-MEDIUM-HARD,"[19, 42]",5657.935272727272
MEDIUM-SOFT-HARD,"[23, 42]",5657.935272727272
SOFT-HARD-MEDIUM,"[19, 34]",5657.935272727273
HARD-MEDIUM-SOFT,"[15, 38]",5657.935272727273
HARD-SOFT-MEDIUM,"[15, 34]",5657.9352727272735
HARD-MEDIUM-SOFT,"[10, 32]",5658.005484848483
MEDIUM-HARD-SOFT,"[22, 32]",5658.005484848483
HARD-SOFT-MEDIUM,"[10, 35]",5658.005484848485
MEDIUM-HARD-SOFT,"[23, 36]",5658.050224242423
MEDIUM-SOFT-HARD,"[23, 44]",5658.050224242424
SOFT-MEDIUM-HARD,"[21, 44]",5658.050224242424
SOFT-HARD-MEDIUM,"[21, 34]",5658.050224242424
HARD-MEDIUM-SOFT,"[13, 36]",5658.0502242424245
HARD-SOFT-MEDIUM,"[13, 34]",5658.050224242425
SOFT-MEDIUM-HARD,"[14, 29]",5658.090024242422
MEDIUM-HARD-SOFT,"[15, 43]",5658.090024242423
MEDIUM-SOFT-HARD,"[15, 29]",5658.090024242423
SOFT-HARD-MEDIUM,"[14, 42]",5658.090024242424
SOFT-MEDIUM-HARD,"[18, 41]",5658.215224242423
MEDIUM-SOFT-HARD,"[23, 41]",5658.215224242423
MEDIUM-HARD-SOFT,"[23, 39]",5658.215224242424
SOFT-HARD-MEDIUM,"[18, 34]",5658.2152242424245
HARD-MEDIUM-SOFT,"[16, 39]",5658.215224242425
HARD-SOFT-MEDIUM,"[16, 34]",5658.215224242425
MEDIUM-SOFT-HARD,"[10, 27]",5658.236842424242
SOFT-MEDIUM-HARD,"[17, 27]",5658.236842424242
MEDIUM-HARD-SOFT,"[10, 40]",5658.236842424243
MEDIUM-HARD-SOFT,"[23, 35]",5658.445127272726
SOFT-HARD-MEDIUM,"[22, 34]",5658.445127272727
HARD-MEDIUM-SOFT,"[12, 35]",5658.445127272727
HARD-SOFT-MEDIUM,"[12, 34]",5658.445127272728
SOFT-MEDIUM-HARD,"[16, 27]",5658.669290909091
MEDIUM-SOFT-HARD,"[11, 27]",5658.669290909091
MEDIUM-HARD-SOFT,"[11, 41]",5658.669290909091
MEDIUM-SOFT-HARD,"[23, 40]",5658.720127272726
SOFT-MEDIUM-HARD,"[17, 40]",5658.720127272726
MEDIUM-HARD-SOFT,"[23, 40]",5658.720127272726
SOFT-HARD-MEDIUM,"[17, 34]",5658.720127272727
HARD-MEDIUM-SOFT,"[17, 40]",5658.720127272729
HARD-SOFT-MEDIUM,"[17, 34]",5658.720127272729
SOFT-MEDIUM,[34],5658.730181818182
MEDIUM-SOFT,[23],5658.730181818182
MEDIUM-SOFT-HARD,"[22, 37]",5658.731878787877
SOFT-MEDIUM-HARD,"[15, 37]",5658.731878787878
MEDIUM-HARD-SOFT,"[22, 42]",5658.731878787878
SOFT-HARD-MEDIUM,"[15, 35]",5658.731878787878
HARD-SOFT-MEDIUM,"[20, 35]",5658.731878787879
HARD-MEDIUM-SOFT,"[20, 42]",5658.73187878788
SOFT-HARD-MEDIUM,"[14, 36]",5658.81495151515
MEDIUM-HARD-SOFT,"[21, 43]",5658.81495151515
SOFT-MEDIUM-HARD,"[14, 35]",5658.814951515151
MEDIUM-SOFT-HARD,"[21, 35]",5658.814951515151
HARD-SOFT-MEDIUM,"[22, 36]",5658.814951515152
HARD-MEDIUM-SOFT,"[22, 43]",5658.814951515152
MEDIUM-SOFT,[15],5658.942690909091
MEDIUM-HARD-SOFT,"[23, 34]",5659.064981818181
SOFT-HARD-MEDIUM,"[23, 34]",5659.064981818182
HARD-SOFT-MEDIUM,"[11, 34]",5659.064981818183
HARD-MEDIUM-SOFT,"[11, 34]",5659.064981818183
MEDIUM-SOFT-HARD,"[14, 28]",5659.075181818181
SOFT-MEDIUM-HARD,"[14, 28]",5659.075181818181
SOFT-HARD-MEDIUM,"[14, 43]",5659.075181818182
MEDIUM-HARD-SOFT,"[14, 43]",5659.075181818182
SOFT-HARD-MEDIUM,"[13, 39]",5659.085799999999
MEDIUM-SOFT-HARD,"[18, 31]",5659.085799999999
MEDIUM-HARD-SOFT,"[18, 44]",5659.085799999999
SOFT-MEDIUM-HARD,"[13, 31]",5659.0858
MEDIUM-SOFT-HARD,"[19, 32]",5659.234503030301
SOFT-HARD-MEDIUM,"[13, 38]",5659.234503030302
SOFT-MEDIUM-HARD,"[13, 32]",5659.234503030302
MEDIUM-HARD-SOFT,"[19, 44]",5659.234503030302
SOFT-MEDIUM-HARD,"[13, 30]",5659.253090909089
MEDIUM-SOFT-HARD,"[17, 30]",5659.253090909089
MEDIUM-HARD-SOFT,"[17, 44]",5659.25309090909
SOFT-HARD-MEDIUM,"[13, 40]",5659.25309090909
HARD-SOFT,[12],5659.304618181819
SOFT-MEDIUM-HARD,"[15, 27]",5659.382454545454
MEDIUM-SOFT-HARD,"[12, 27]",5659.3824545454545
MEDIUM-HARD-SOFT,"[12, 42]",5659.3824545454545
SOFT-MEDIUM-HARD,"[16, 39]",5659.449981818181
MEDIUM-SOFT-HARD,"[23, 39]",5659.449981818181
MEDIUM-HARD-SOFT,"[23, 41]",5659.449981818181
SOFT-HARD-MEDIUM,"[16, 34]",5659.449981818182
HARD-MEDIUM-SOFT,"[18, 41]",5659.449981818183
HARD-SOFT-MEDIUM,"[18, 34]",5659.449981818184
SOFT-HARD,[21],5659.563890909089
HARD-SOFT,[36],5659.563890909092
SOFT-MEDIUM-HARD,"[13, 33]",5659.699199999998
MEDIUM-SOFT-HARD,"[20, 33]",5659.699199999998
MEDIUM-HARD-SOFT,"[20, 44]",5659.699199999999
SOFT-HARD-MEDIUM,"[13, 37]",5659.699199999999
HARD-MEDIUM-SOFT,"[24, 44]",5659.699200000001
HARD-SOFT-MEDIUM,"[24, 37]",5659.699200000001
MEDIUM-SOFT-HARD,"[16, 29]",5659.736375757574
SOFT-MEDIUM-HARD,"[13, 29]",5659.736375757574
SOFT-HARD-MEDIUM,"[13, 41]",5659.736375757575
MEDIUM-HARD-SOFT,"[16, 44]",5659.736375757575
MEDIUM-HARD-SOFT,"[23, 33]",5659.909787878787
HARD-MEDIUM-SOFT,"[10, 33]",5659.909787878787
SOFT-HARD-MEDIUM,"[24, 34]",5659.909787878788
HARD-SOFT-MEDIUM,"[10, 34]",5659.909787878789
SOFT-MEDIUM,[33],5659.9668363636365
MEDIUM-SOFT,[24],5659.966836363637
SOFT-HARD-MEDIUM,"[14, 35]",5660.04175151515
MEDIUM-SOFT-HARD,"[22, 36]",5660.04175151515
MEDIUM-HARD-SOFT,"[22, 43]",5660.04175151515
SOFT-MEDIUM-HARD,"[14, 36]",5660.04175151515
HARD-MEDIUM-SOFT,"[21, 43]",5660.041751515152
HARD-SOFT-MEDIUM,"[21, 35]",5660.041751515152
MEDIUM-SOFT,[14],5660.232472727272
SOFT-HARD-MEDIUM,"[14, 44]",5660.376333333333
MEDIUM-SOFT-HARD,"[13, 27]",5660.376333333333
MEDIUM-HARD-SOFT,"[13, 43]",5660.376333333333
SOFT-MEDIUM-HARD,"[14, 27]",5660.376333333333
MEDIUM-SOFT-HARD,"[23, 38]",5660.404787878786
SOFT-MEDIUM-HARD,"[15, 38]",5660.404787878786
MEDIUM-HARD-SOFT,"[23, 42]",5660.404787878787
SOFT-HARD-MEDIUM,"[15, 34]",5660.404787878788
HARD-MEDIUM-SOFT,"[19, 42]",5660.404787878789
HARD-SOFT-MEDIUM,"[19, 34]",5660.40478787879
MEDIUM-HARD-SOFT,"[24, 38]",5660.444636363635
SOFT-HARD-MEDIUM,"[19, 33]",5660.444636363635
MEDIUM-SOFT-HARD,"[24, 43]",5660.444636363635
SOFT-MEDIUM-HARD,"[19, 43]",5660.444636363635
HARD-MEDIUM-SOFT,"[14, 38]",5660.444636363636
HARD-SOFT-MEDIUM,"[14, 33]",5660.444636363637
MEDIUM-SOFT-HARD,"[21, 34]",5660.479890909089
SOFT-MEDIUM-HARD,"[13, 34]",5660.47989090909
MEDIUM-HARD-SOFT,"[21, 44]",5660.47989090909
SOFT-HARD-MEDIUM,"[13, 36]",5660.47989090909
HARD-SOFT-MEDIUM,"[23, 36]",5660.479890909091
HARD-MEDIUM-SOFT,"[23, 44]",5660.479890909092
SOFT-HARD-MEDIUM,"[20, 33]",5660.51975151515
MEDIUM-HARD-SOFT,"[24, 37]",5660.51975151515
SOFT-MEDIUM-HARD,"[20, 44]",5660.519751515151
MEDIUM-SOFT-HARD,"[24, 44]",5660.519751515151
HARD-MEDIUM-SOFT,"[13, 37]",5660.519751515152
HARD-SOFT-MEDIUM,"[13, 33]",5660.519751515152
MEDIUM-SOFT-HARD,"[15, 28]",5660.535654545453
SOFT-MEDIUM-HARD,"[13, 28]",5660.535654545453
SOFT-HARD-MEDIUM,"[13, 42]",5660.535654545454
MEDIUM-HARD-SOFT,"[15, 44]",5660.535654545454
SOFT-HARD-MEDIUM,"[18, 33]",5660.594472727272
MEDIUM-SOFT-HARD,"[24, 42]",5660.594472727272
SOFT-MEDIUM-HARD,"[18, 42]",5660.594472727272
HARD-SOFT-MEDIUM,"[15, 33]",5660.594472727273
MEDIUM-HARD-SOFT,"[24, 39]",5660.594472727273
HARD-MEDIUM-SOFT,"[15, 39]",5660.594472727274
SOFT-MEDIUM-HARD,"[16, 26]",5660.658193939393
MEDIUM-SOFT-HARD,"[10, 26]",5660.658193939393
MEDIUM-HARD-SOFT,"[10, 41]",5660.658193939395
SOFT-HARD-MEDIUM,"[21, 33]",5660.819818181817
MEDIUM-HARD-SOFT,"[24, 36]",5660.819818181817
HARD-MEDIUM-SOFT,"[12, 36]",5660.819818181819
HARD-SOFT-MEDIUM,"[12, 33]",5660.819818181819
MEDIUM-SOFT-HARD,"[24, 41]",5660.969260606059
SOFT-HARD-MEDIUM,"[17, 33]",5660.96926060606
SOFT-MEDIUM-HARD,"[17, 41]",5660.96926060606
HARD-SOFT-MEDIUM,"[16, 33]",5660.969260606061
MEDIUM-HARD-SOFT,"[24, 40]",5660.969260606061
HARD-MEDIUM-SOFT,"[16, 40]",5660.969260606062
MEDIUM-SOFT-HARD,"[11, 26]",5661.185478787877
SOFT-MEDIUM-HARD,"[15, 26]",5661.185478787877
MEDIUM-HARD-SOFT,"[11, 42]",5661.185478787878
SOFT-HARD-MEDIUM,"[22, 33]",5661.344836363635
MEDIUM-HARD-SOFT,"[24, 35]",5661.344836363636
HARD-MEDIUM-SOFT,"[11, 35]",5661.344836363636
HARD-SOFT-MEDIUM,"[11, 33]",5661.344836363637
MEDIUM-SOFT-HARD,"[18, 30]",5661.3660363636345
SOFT-MEDIUM-HARD,"[12, 30]",5661.3660363636345
SOFT-HARD-MEDIUM,"[12, 39]",5661.366036363635
SOFT-MEDIUM-HARD,"[12, 31]",5661.384624242423
MEDIUM-SOFT-HARD,"[19, 31]",5661.384624242423
SOFT-HARD-MEDIUM,"[12, 38]",5661.384624242423
SOFT-MEDIUM,[32],5661.484206060606
MEDIUM-SOFT,[25],5661.484206060606
MEDIUM-SOFT-HARD,"[24, 40]",5661.568999999999
SOFT-HARD-MEDIUM,"[16, 33]",5661.5689999999995
SOFT-MEDIUM-HARD,"[16, 40]",5661.5689999999995
MEDIUM-HARD-SOFT,"[24, 41]",5661.5689999999995
HARD-SOFT-MEDIUM,"[17, 33]",5661.569
HARD-MEDIUM-SOFT,"[17, 41]",5661.569000000001
SOFT-HARD-MEDIUM,"[13, 35]",5661.576575757575
MEDIUM-HARD-SOFT,"[22, 44]",5661.576575757575
MEDIUM-SOFT-HARD,"[22, 35]",5661.576575757575
SOFT-MEDIUM-HARD,"[13, 35]",5661.5765757575755
HARD-SOFT-MEDIUM,"[22, 35]",5661.576575757576
HARD-MEDIUM-SOFT,"[22, 44]",5661.576575757576
SOFT-MEDIUM-HARD,"[14, 37]",5661.584545454543
MEDIUM-HARD-SOFT,"[23, 43]",5661.584545454544
MEDIUM-SOFT-HARD,"[23, 37]",5661.584545454544
SOFT-HARD-MEDIUM,"[14, 34]",5661.584545454545
HARD-MEDIUM-SOFT,"[20, 43]",5661.584545454547
HARD-SOFT-MEDIUM,"[20, 34]",5661.584545454547
MEDIUM-SOFT-HARD,"[14, 27]",5661.650927272726
SOFT-HARD-MEDIUM,"[13, 43]",5661.650927272726
SOFT-MEDIUM-HARD,"[13, 27]",5661.650927272727
MEDIUM-HARD-SOFT,"[14, 44]",5661.650927272727
SOFT-MEDIUM-HARD,"[12, 29]",5661.663442424241
MEDIUM-SOFT-HARD,"[17, 29]",5661.663442424241
SOFT-HARD-MEDIUM,"[12, 40]",5661.663442424242
SOFT-MEDIUM-HARD,"[12, 32]",5661.719206060605
MEDIUM-SOFT-HARD,"[20, 32]",5661.719206060605
SOFT-HARD-MEDIUM,"[12, 37]",5661.719206060606
MEDIUM-SOFT,[13],5661.80296969697
SOFT-MEDIUM-HARD,"[14, 26]",5661.9934787878765
MEDIUM-SOFT-HARD,"[12, 26]",5661.993478787878
MEDIUM-HARD-SOFT,"[12, 43]",5661.993478787878
SOFT-HARD-MEDIUM,"[23, 33]",5662.094806060605
HARD-MEDIUM-SOFT,"[10, 34]",5662.094806060606
MEDIUM-HARD-SOFT,"[24, 34]",5662.094806060606
HARD-SOFT-MEDIUM,"[10, 33]",5662.094806060607
HARD-SOFT,[11],5662.10570909091
MEDIUM-SOFT-HARD,"[16, 28]",5662.276842424241
SOFT-MEDIUM-HARD,"[12, 28]",5662.276842424241
SOFT-HARD-MEDIUM,"[12, 41]",5662.276842424242
MEDIUM-SOFT-HARD,"[21, 33]",5662.36978181818
SOFT-MEDIUM-HARD,"[12, 33]",5662.36978181818
SOFT-HARD-MEDIUM,"[12, 36]",5662.369781818181
HARD-SOFT-MEDIUM,"[24, 36]",5662.369781818182
SOFT-HARD,[20],5662.386587878787
HARD-SOFT,[37],5662.386587878787
MEDIUM-SOFT-HARD,"[24, 39]",5662.39369090909
SOFT-HARD-MEDIUM,"[15, 33]",5662.39369090909
MEDIUM-HARD-SOFT,"[24, 42]",5662.39369090909
SOFT-MEDIUM-HARD,"[15, 39]",5662.393690909091
HARD-SOFT-MEDIUM,"[18, 33]",5662.393690909092
HARD-MEDIUM-SOFT,"[18, 42]",5662.393690909092
MEDIUM-SOFT-HARD,"[23, 36]",5662.989254545453
SOFT-MEDIUM-HARD,"[13, 36]",5662.989254545453
SOFT-HARD-MEDIUM,"[13, 34]",5662.989254545454
MEDIUM-HARD-SOFT,"[23, 44]",5662.989254545454
HARD-MEDIUM-SOFT,"[21, 44]",5662.989254545456
HARD-SOFT-MEDIUM,"[21, 34]",5662.989254545456
MEDIUM-SOFT-HARD,"[13, 26]",5663.082193939392
SOFT-MEDIUM-HARD,"[13, 26]",5663.082193939393
SOFT-HARD-MEDIUM,"[13, 44]",5663.082193939393
MEDIUM-HARD-SOFT,"[13, 44]",5663.082193939394
SOFT-HARD-MEDIUM,"[12, 42]",5663.206236363636
MEDIUM-SOFT-HARD,"[15, 27]",5663.206236363636
SOFT-MEDIUM-HARD,"[12, 27]",5663.206236363636
SOFT-MEDIUM-HARD,"[19, 44]",5663.269993939393
SOFT-HARD-MEDIUM,"[19, 32]",5663.269993939393
HARD-MEDIUM-SOFT,"[13, 38]",5663.269993939394
HARD-SOFT-MEDIUM,"[13, 32]",5663.269993939395
MEDIUM-SOFT,[26],5663.28229090909
SOFT-MEDIUM,[31],5663.282290909091
SOFT-MEDIUM-HARD,"[18, 43]",5663.289715151514
SOFT-HARD-MEDIUM,"[18, 32]",5663.289715151514
HARD-SOFT-MEDIUM,"[14, 32]",5663.289715151515
HARD-MEDIUM-SOFT,"[14, 39]",5663.289715151516
MEDIUM-SOFT-HARD,"[10, 25]",5663.304496969696
SOFT-MEDIUM-HARD,"[15, 25]",5663.304496969696
MEDIUM-HARD-SOFT,"[10, 42]",5663.304496969697
MEDIUM-SOFT-HARD,"[22, 34]",5663.3363515151495
SOFT-MEDIUM-HARD,"[12, 34]",5663.3363515151495
SOFT-HARD-MEDIUM,"[12, 35]",5663.33635151515
HARD-SOFT-MEDIUM,"[23, 35]",5663.336351515152
SOFT-MEDIUM-HARD,"[14, 38]",5663.443333333332
MEDIUM-HARD-SOFT,"[24, 43]",5663.443333333332
MEDIUM-SOFT-HARD,"[24, 38]",5663.443333333332
SOFT-HARD-MEDIUM,"[14, 33]",5663.443333333333
HARD-MEDIUM-SOFT,"[19, 43]",5663.443333333334
HARD-SOFT-MEDIUM,"[19, 33]",5663.4433333333345
HARD-MEDIUM-SOFT,"[12, 37]",5663.475224242424
SOFT-HARD-MEDIUM,"[20, 32]",5663.475224242424
HARD-SOFT-MEDIUM,"[12, 32]",5663.475224242425
SOFT-MEDIUM-HARD,"[17, 42]",5663.534387878787
SOFT-HARD-MEDIUM,"[17, 32]",5663.534387878787
HARD-SOFT-MEDIUM,"[15, 32]",5663.534387878788
HARD-MEDIUM-SOFT,"[15, 40]",5663.534387878789
MEDIUM-SOFT,[12],5663.654181818183
MEDIUM-SOFT-HARD,"[19, 30]",5663.759696969695
SOFT-MEDIUM-HARD,"[11, 30]",5663.759696969695
SOFT-HARD-MEDIUM,"[11, 38]",5663.759696969696
SOFT-MEDIUM-HARD,"[11, 29]",5663.871224242423
MEDIUM-SOFT-HARD,"[18, 29]",5663.871224242423
SOFT-HARD-MEDIUM,"[11, 39]",5663.8712242424235
SOFT-HARD-MEDIUM,"[21, 32]",5663.905406060605
HARD-SOFT-MEDIUM,"[11, 32]",5663.905406060607
HARD-MEDIUM-SOFT,"[11, 36]",5663.905406060607
SOFT-MEDIUM-HARD,"[14, 25]",5663.926618181817
MEDIUM-SOFT-HARD,"[11, 25]",5663.926618181817
MEDIUM-HARD-SOFT,"[11, 43]",5663.9266181818175
SOFT-HARD-MEDIUM,"[11, 37]",5663.964163636363
SOFT-MEDIUM-HARD,"[11, 31]",5663.964163636363
MEDIUM-SOFT-HARD,"[20, 31]",5663.964163636363
SOFT-HARD-MEDIUM,"[16, 32]",5664.004012121211
SOFT-MEDIUM-HARD,"[16, 41]",5664.004012121211
HARD-SOFT-MEDIUM,"[16, 32]",5664.004012121212
HARD-MEDIUM-SOFT,"[16, 41]",5664.004012121213
MEDIUM-SOFT-HARD,"[17, 28]",5664.298745454545
SOFT-MEDIUM-HARD,"[11, 28]",5664.298745454545
SOFT-HARD-MEDIUM,"[11, 40]",5664.2987454545455
MEDIUM-SOFT-HARD,"[14, 26]",5664.451624242422
SOFT-MEDIUM-HARD,"[12, 26]",5664.451624242422
SOFT-HARD-MEDIUM,"[12, 43]",5664.451624242423
MEDIUM-SOFT-HARD,"[21, 32]",5664.484624242423
SOFT-HARD-MEDIUM,"[11, 36]",5664.484624242423
SOFT-MEDIUM-HARD,"[11, 32]",5664.484624242423
SOFT-HARD-MEDIUM,"[22, 32]",5664.560539393939
HARD-MEDIUM-SOFT,"[10, 35]",5664.56053939394
HARD-SOFT-MEDIUM,"[10, 32]",5664.56053939394
SOFT-MEDIUM-HARD,"[12, 35]",5664.618915151515
MEDIUM-SOFT-HARD,"[23, 35]",5664.618915151515
SOFT-HARD-MEDIUM,"[12, 34]",5664.6189151515155
HARD-SOFT-MEDIUM,"[22, 34]",5664.618915151516
SOFT-MEDIUM-HARD,"[15, 40]",5664.698587878787
SOFT-HARD-MEDIUM,"[15, 32]",5664.698587878787
HARD-SOFT-MEDIUM,"[17, 32]",5664.698587878788
HARD-MEDIUM-SOFT,"[17, 42]",5664.698587878789
MEDIUM-SOFT-HARD,"[24, 37]",5664.717927272725
MEDIUM-HARD-SOFT,"[24, 44]",5664.717927272726
SOFT-HARD-MEDIUM,"[13, 33]",5664.717927272726
SOFT-MEDIUM-HARD,"[13, 37]",5664.717927272726
HARD-SOFT-MEDIUM,"[20, 33]",5664.717927272728
