Strategy,PitLaps,RaceTime
HARD-MEDIUM-SOFT,"[21, 38]",5649.514963636364
HARD-SOFT-MEDIUM,"[21, 40]",5649.514963636365
MEDIUM-HARD-SOFT,"[15, 27]",5649.553345454545
HARD-SOFT-MEDIUM,"[12, 42]",5649.553345454547
HARD-MEDIUM-SOFT,"[12, 27]",5649.553345454547
MEDIUM-SOFT-HARD,"[14, 33]",5649.570727272726
SOFT-MEDIUM-HARD,"[19, 33]",5649.570727272726
MEDIUM-HARD-SOFT,"[14, 38]",5649.570727272727
SOFT-HARD-MEDIUM,"[19, 43]",5649.570727272727
HARD-MEDIUM-SOFT,"[24, 38]",5649.570727272728
HARD-SOFT-MEDIUM,"[24, 43]",5649.570727272729
HARD-SOFT-MEDIUM,"[12, 41]",5649.6823151515155
MEDIUM-HARD-SOFT,"[16, 28]",5649.682315151516
HARD-MEDIUM-SOFT,"[12, 28]",5649.682315151516
SOFT-MEDIUM-HARD,"[20, 32]",5649.701606060605
MEDIUM-SOFT-HARD,"[12, 32]",5649.701606060606
MEDIUM-HARD-SOFT,"[12, 37]",5649.701606060606
MEDIUM-HARD-SOFT,"[14, 26]",5649.70509090909
HARD-MEDIUM-SOFT,"[12, 26]",5649.70509090909
HARD-SOFT-MEDIUM,"[12, 43]",5649.705090909091
MEDIUM-HARD-SOFT,"[18, 31]",5649.913315151513
MEDIUM-SOFT-HARD,"[18, 44]",5649.913315151514
HARD-MEDIUM-SOFT,"[13, 31]",5649.913315151515
HARD-SOFT-MEDIUM,"[13, 39]",5649.913315151516
MEDIUM-SOFT-HARD,"[19, 41]",5650.006230303029
SOFT-MEDIUM-HARD,"[22, 41]",5650.006230303029
SOFT-HARD-MEDIUM,"[22, 38]",5650.006230303029
MEDIUM-HARD-SOFT,"[19, 35]",5650.00623030303
HARD-SOFT-MEDIUM,"[16, 38]",5650.006230303031
HARD-MEDIUM-SOFT,"[16, 35]",5650.006230303032
MEDIUM-SOFT-HARD,"[10, 43]",5650.088624242423
MEDIUM-HARD-SOFT,"[10, 24]",5650.088624242426
HARD-MEDIUM-SOFT,"[14, 24]",5650.088624242426
HARD-MEDIUM-SOFT,"[12, 29]",5650.092
MEDIUM-HARD-SOFT,"[17, 29]",5650.092
HARD-SOFT-MEDIUM,"[12, 40]",5650.092000000001
SOFT-HARD-MEDIUM,"[23, 38]",5650.105624242423
MEDIUM-SOFT-HARD,"[19, 42]",5650.105624242423
MEDIUM-HARD-SOFT,"[19, 34]",5650.105624242424
SOFT-MEDIUM-HARD,"[23, 42]",5650.105624242424
HARD-SOFT-MEDIUM,"[15, 38]",5650.105624242425
HARD-MEDIUM-SOFT,"[15, 34]",5650.105624242426
MEDIUM-SOFT-HARD,"[18, 37]",5650.128363636362
MEDIUM-HARD-SOFT,"[18, 38]",5650.128363636362
SOFT-MEDIUM-HARD,"[19, 37]",5650.128363636362
SOFT-HARD-MEDIUM,"[19, 39]",5650.128363636362
HARD-MEDIUM-SOFT,"[20, 38]",5650.128363636364
HARD-SOFT-MEDIUM,"[20, 39]",5650.128363636365
MEDIUM-HARD-SOFT,"[19, 36]",5650.131787878787
SOFT-HARD-MEDIUM,"[21, 38]",5650.131787878787
MEDIUM-SOFT-HARD,"[19, 40]",5650.131787878787
SOFT-MEDIUM-HARD,"[21, 40]",5650.131787878787
HARD-SOFT-MEDIUM,"[17, 38]",5650.131787878789
HARD-MEDIUM-SOFT,"[17, 36]",5650.131787878789
MEDIUM-HARD-SOFT,"[13, 25]",5650.13755151515
HARD-SOFT-MEDIUM,"[12, 44]",5650.137551515152
HARD-MEDIUM-SOFT,"[12, 25]",5650.137551515152
MEDIUM-HARD-SOFT,"[13, 38]",5650.221303030302
MEDIUM-SOFT-HARD,"[13, 32]",5650.221303030302
SOFT-MEDIUM-HARD,"[19, 32]",5650.221303030302
SOFT-HARD-MEDIUM,"[19, 44]",5650.221303030303
MEDIUM-SOFT-HARD,"[11, 44]",5650.311678787878
MEDIUM-HARD-SOFT,"[11, 24]",5650.311678787879
HARD-MEDIUM-SOFT,"[13, 24]",5650.311678787881
HARD-SOFT,[16],5650.34976969697
MEDIUM-SOFT-HARD,"[16, 34]",5650.408315151513
SOFT-MEDIUM-HARD,"[18, 34]",5650.408315151513
SOFT-HARD-MEDIUM,"[18, 41]",5650.408315151514
MEDIUM-HARD-SOFT,"[16, 39]",5650.408315151515
HARD-MEDIUM-SOFT,"[23, 39]",5650.408315151516
HARD-SOFT-MEDIUM,"[23, 41]",5650.408315151516
SOFT-MEDIUM-HARD,"[24, 43]",5650.429969696968
MEDIUM-HARD-SOFT,"[19, 33]",5650.429969696968
MEDIUM-SOFT-HARD,"[19, 43]",5650.429969696968
SOFT-HARD-MEDIUM,"[24, 38]",5650.429969696968
HARD-MEDIUM-SOFT,"[14, 33]",5650.42996969697
HARD-SOFT-MEDIUM,"[14, 38]",5650.42996969697
MEDIUM-HARD-SOFT,"[19, 37]",5650.482296969694
HARD-MEDIUM-SOFT,"[18, 37]",5650.482296969696
MEDIUM-SOFT-HARD,"[19, 39]",5650.482296969696
SOFT-HARD-MEDIUM,"[20, 38]",5650.482296969696
SOFT-MEDIUM-HARD,"[20, 39]",5650.482296969697
HARD-SOFT-MEDIUM,"[18, 38]",5650.482296969698
SOFT-HARD,[25],5650.522618181817
HARD-SOFT,[32],5650.522618181818
SOFT-MEDIUM-HARD,"[18, 33]",5650.557018181817
MEDIUM-SOFT-HARD,"[15, 33]",5650.557018181817
SOFT-HARD-MEDIUM,"[18, 42]",5650.5570181818175
MEDIUM-HARD-SOFT,"[15, 39]",5650.5570181818175
HARD-MEDIUM-SOFT,"[24, 39]",5650.557018181819
HARD-SOFT-MEDIUM,"[24, 42]",5650.55701818182
MEDIUM-HARD-SOFT,"[17, 39]",5650.575606060605
SOFT-HARD-MEDIUM,"[18, 40]",5650.575606060605
MEDIUM-SOFT-HARD,"[17, 35]",5650.575606060605
SOFT-MEDIUM-HARD,"[18, 35]",5650.575606060605
HARD-MEDIUM-SOFT,"[22, 39]",5650.575606060607
HARD-SOFT-MEDIUM,"[22, 40]",5650.575606060607
MEDIUM-HARD-SOFT,"[18, 30]",5650.7824
HARD-SOFT-MEDIUM,"[12, 39]",5650.7824
HARD-MEDIUM-SOFT,"[12, 30]",5650.7824
SOFT-MEDIUM-HARD,"[21, 31]",5650.800951515151
MEDIUM-SOFT-HARD,"[10, 31]",5650.800951515151
MEDIUM-HARD-SOFT,"[10, 36]",5650.800951515152
HARD-MEDIUM-SOFT,"[12, 24]",5650.850727272727
MEDIUM-HARD-SOFT,"[12, 24]",5650.850727272727
MEDIUM-HARD-SOFT,"[11, 37]",5650.8540545454525
SOFT-MEDIUM-HARD,"[20, 31]",5650.854054545454
MEDIUM-SOFT-HARD,"[11, 31]",5650.854054545454
MEDIUM-HARD-SOFT,"[15, 26]",5650.931890909089
HARD-MEDIUM-SOFT,"[11, 26]",5650.931890909091
HARD-SOFT-MEDIUM,"[11, 42]",5650.931890909092
HARD-MEDIUM-SOFT,"[11, 27]",5650.966024242424
MEDIUM-HARD-SOFT,"[16, 27]",5650.966024242424
HARD-SOFT-MEDIUM,"[11, 41]",5650.966024242425
MEDIUM-HARD-SOFT,"[19, 32]",5650.979266666665
MEDIUM-SOFT-HARD,"[19, 44]",5650.979266666665
HARD-MEDIUM-SOFT,"[13, 32]",5650.979266666667
HARD-SOFT-MEDIUM,"[13, 38]",5650.979266666667
MEDIUM-SOFT-HARD,"[14, 32]",5651.0217151515135
SOFT-HARD-MEDIUM,"[18, 43]",5651.021715151514
SOFT-MEDIUM-HARD,"[18, 32]",5651.021715151514
MEDIUM-HARD-SOFT,"[14, 39]",5651.021715151515
MEDIUM-SOFT-HARD,"[19, 38]",5651.057757575756
SOFT-HARD-MEDIUM,"[19, 38]",5651.057757575756
SOFT-MEDIUM-HARD,"[19, 38]",5651.057757575756
MEDIUM-HARD-SOFT,"[19, 38]",5651.057757575756
HARD-MEDIUM-SOFT,"[19, 38]",5651.057757575758
HARD-SOFT-MEDIUM,"[19, 38]",5651.057757575759
MEDIUM-SOFT-HARD,"[18, 36]",5651.058890909089
MEDIUM-HARD-SOFT,"[18, 39]",5651.05889090909
SOFT-HARD-MEDIUM,"[18, 39]",5651.05889090909
SOFT-MEDIUM-HARD,"[18, 36]",5651.05889090909
HARD-SOFT-MEDIUM,"[21, 39]",5651.058890909091
HARD-MEDIUM-SOFT,"[21, 39]",5651.058890909092
MEDIUM-HARD-SOFT,"[14, 25]",5651.178472727272
HARD-SOFT-MEDIUM,"[11, 43]",5651.178472727273
HARD-MEDIUM-SOFT,"[11, 25]",5651.178472727273
SOFT-MEDIUM-HARD,"[19, 31]",5651.187872727272
MEDIUM-HARD-SOFT,"[12, 38]",5651.187872727272
MEDIUM-SOFT-HARD,"[12, 31]",5651.187872727273
MEDIUM-HARD-SOFT,"[17, 28]",5651.280872727273
HARD-SOFT-MEDIUM,"[11, 40]",5651.280872727273
HARD-MEDIUM-SOFT,"[11, 28]",5651.280872727273
MEDIUM-SOFT-HARD,"[10, 44]",5651.491448484848
MEDIUM-HARD-SOFT,"[10, 23]",5651.491448484849
HARD-MEDIUM-SOFT,"[13, 23]",5651.4914484848505
SOFT-HARD-MEDIUM,"[21, 37]",5651.637406060605
MEDIUM-SOFT-HARD,"[20, 41]",5651.637406060605
SOFT-MEDIUM-HARD,"[21, 41]",5651.637406060605
MEDIUM-HARD-SOFT,"[20, 36]",5651.637406060605
HARD-SOFT-MEDIUM,"[16, 37]",5651.637406060607
HARD-MEDIUM-SOFT,"[16, 36]",5651.637406060607
SOFT-HARD-MEDIUM,"[22, 37]",5651.641963636363
MEDIUM-SOFT-HARD,"[20, 42]",5651.641963636363
MEDIUM-HARD-SOFT,"[20, 35]",5651.641963636363
SOFT-MEDIUM-HARD,"[22, 42]",5651.641963636363
HARD-MEDIUM-SOFT,"[15, 35]",5651.641963636364
HARD-SOFT-MEDIUM,"[15, 37]",5651.641963636364
MEDIUM-HARD-SOFT,"[13, 24]",5651.70576969697
HARD-SOFT-MEDIUM,"[11, 44]",5651.7057696969705
HARD-MEDIUM-SOFT,"[11, 24]",5651.705769696971
MEDIUM-HARD-SOFT,"[19, 31]",5651.753515151514
HARD-SOFT-MEDIUM,"[12, 38]",5651.753515151516
HARD-MEDIUM-SOFT,"[12, 31]",5651.753515151516
MEDIUM-SOFT-HARD,"[13, 31]",5651.802406060605
SOFT-HARD-MEDIUM,"[18, 44]",5651.802406060605
MEDIUM-HARD-SOFT,"[13, 39]",5651.802406060606
SOFT-MEDIUM-HARD,"[18, 31]",5651.802406060606
SOFT-MEDIUM-HARD,"[17, 33]",5651.824024242423
MEDIUM-SOFT-HARD,"[16, 33]",5651.824024242423
SOFT-HARD-MEDIUM,"[17, 41]",5651.824024242424
MEDIUM-HARD-SOFT,"[16, 40]",5651.8240242424245
HARD-SOFT-MEDIUM,"[24, 41]",5651.824024242425
HARD-MEDIUM-SOFT,"[24, 40]",5651.824024242425
MEDIUM-HARD-SOFT,"[11, 23]",5651.844618181818
HARD-MEDIUM-SOFT,"[12, 23]",5651.84461818182
MEDIUM-HARD-SOFT,"[20, 37]",5651.857799999998
SOFT-HARD-MEDIUM,"[20, 37]",5651.857799999999
MEDIUM-SOFT-HARD,"[20, 40]",5651.857799999999
SOFT-MEDIUM-HARD,"[20, 40]",5651.857799999999
HARD-MEDIUM-SOFT,"[17, 37]",5651.8578
HARD-SOFT-MEDIUM,"[17, 37]",5651.857800000001
MEDIUM-SOFT-HARD,"[19, 37]",5651.858169696968
MEDIUM-HARD-SOFT,"[19, 39]",5651.858169696969
SOFT-MEDIUM-HARD,"[18, 37]",5651.858169696969
SOFT-HARD-MEDIUM,"[18, 38]",5651.858169696969
HARD-SOFT-MEDIUM,"[20, 38]",5651.85816969697
HARD-MEDIUM-SOFT,"[20, 39]",5651.858169696971
MEDIUM-SOFT-HARD,"[17, 34]",5651.8611999999985
SOFT-MEDIUM-HARD,"[17, 34]",5651.8611999999985
SOFT-HARD-MEDIUM,"[17, 40]",5651.861199999999
MEDIUM-HARD-SOFT,"[17, 40]",5651.861199999999
HARD-MEDIUM-SOFT,"[23, 40]",5651.861200000001
HARD-SOFT-MEDIUM,"[23, 40]",5651.861200000001
MEDIUM-SOFT-HARD,"[20, 43]",5651.871472727272
SOFT-HARD-MEDIUM,"[23, 37]",5651.871472727272
HARD-MEDIUM-SOFT,"[14, 34]",5651.871472727273
SOFT-MEDIUM-HARD,"[23, 43]",5651.871472727273
MEDIUM-HARD-SOFT,"[20, 34]",5651.871472727273
HARD-SOFT-MEDIUM,"[14, 37]",5651.871472727274
MEDIUM-HARD-SOFT,"[18, 29]",5651.876436363636
HARD-SOFT-MEDIUM,"[11, 39]",5651.8764363636365
HARD-MEDIUM-SOFT,"[11, 29]",5651.876436363637
SOFT-MEDIUM-HARD,"[17, 32]",5652.102842424241
MEDIUM-SOFT-HARD,"[15, 32]",5652.102842424241
SOFT-HARD-MEDIUM,"[17, 42]",5652.102842424242
MEDIUM-HARD-SOFT,"[15, 40]",5652.102842424242
SOFT-HARD-MEDIUM,"[17, 39]",5652.214369696969
MEDIUM-SOFT-HARD,"[18, 35]",5652.214369696969
MEDIUM-HARD-SOFT,"[18, 40]",5652.21436969697
SOFT-MEDIUM-HARD,"[17, 35]",5652.21436969697
HARD-SOFT-MEDIUM,"[22, 39]",5652.214369696971
HARD-MEDIUM-SOFT,"[22, 40]",5652.2143696969715
HARD-SOFT,[15],5652.251054545454
SOFT-HARD-MEDIUM,"[19, 37]",5652.303145454544
MEDIUM-HARD-SOFT,"[20, 38]",5652.303145454544
MEDIUM-SOFT-HARD,"[20, 39]",5652.303145454545
SOFT-MEDIUM-HARD,"[19, 39]",5652.303145454545
HARD-MEDIUM-SOFT,"[18, 38]",5652.303145454545
HARD-SOFT-MEDIUM,"[18, 37]",5652.303145454547
MEDIUM-SOFT-HARD,"[10, 30]",5652.322496969696
SOFT-MEDIUM-HARD,"[20, 30]",5652.322496969696
MEDIUM-HARD-SOFT,"[10, 37]",5652.322496969697
MEDIUM-HARD-SOFT,"[20, 33]",5652.325933333332
MEDIUM-SOFT-HARD,"[20, 44]",5652.325933333333
SOFT-HARD-MEDIUM,"[24, 37]",5652.325933333333
SOFT-MEDIUM-HARD,"[24, 44]",5652.325933333333
HARD-MEDIUM-SOFT,"[13, 33]",5652.3259333333335
HARD-SOFT-MEDIUM,"[13, 37]",5652.325933333334
SOFT-HARD,[24],5652.445509090908
HARD-SOFT,[33],5652.4455090909105
SOFT-MEDIUM-HARD,"[19, 30]",5652.470436363635
MEDIUM-SOFT-HARD,"[11, 30]",5652.470436363635
MEDIUM-HARD-SOFT,"[11, 38]",5652.470436363636
HARD-MEDIUM-SOFT,"[10, 26]",5652.474684848485
MEDIUM-HARD-SOFT,"[16, 26]",5652.474684848485
HARD-SOFT-MEDIUM,"[10, 41]",5652.474684848486
HARD-MEDIUM-SOFT,"[11, 23]",5652.513781818183
MEDIUM-HARD-SOFT,"[12, 23]",5652.513781818183
MEDIUM-HARD-SOFT,"[15, 25]",5652.535387878786
HARD-MEDIUM-SOFT,"[10, 25]",5652.535387878788
HARD-SOFT-MEDIUM,"[10, 42]",5652.535387878789
HARD-MEDIUM-SOFT,"[10, 27]",5652.694696969697
MEDIUM-HARD-SOFT,"[17, 27]",5652.694696969697
HARD-SOFT-MEDIUM,"[10, 40]",5652.694696969698
MEDIUM-SOFT-HARD,"[14, 31]",5652.697654545454
SOFT-HARD-MEDIUM,"[17, 43]",5652.697654545454
MEDIUM-HARD-SOFT,"[14, 40]",5652.6976545454545
SOFT-MEDIUM-HARD,"[17, 31]",5652.6976545454545
MEDIUM-HARD-SOFT,"[19, 30]",5652.752715151513
HARD-SOFT-MEDIUM,"[11, 38]",5652.752715151515
HARD-MEDIUM-SOFT,"[11, 30]",5652.752715151515
HARD-SOFT-MEDIUM,"[10, 43]",5652.876806060607
HARD-MEDIUM-SOFT,"[10, 24]",5652.876806060607
MEDIUM-HARD-SOFT,"[14, 24]",5652.876806060607
MEDIUM-SOFT-HARD,"[19, 36]",5652.883533333332
SOFT-HARD-MEDIUM,"[17, 38]",5652.883533333332
SOFT-MEDIUM-HARD,"[17, 36]",5652.883533333333
MEDIUM-HARD-SOFT,"[19, 40]",5652.883533333333
HARD-SOFT-MEDIUM,"[21, 38]",5652.883533333334
HARD-MEDIUM-SOFT,"[21, 40]",5652.8835333333345
SOFT-MEDIUM-HARD,"[18, 30]",5652.899090909089
MEDIUM-SOFT-HARD,"[12, 30]",5652.89909090909
MEDIUM-HARD-SOFT,"[12, 39]",5652.899090909091
MEDIUM-SOFT-HARD,"[20, 38]",5652.973442424241
SOFT-MEDIUM-HARD,"[18, 38]",5652.973442424241
MEDIUM-HARD-SOFT,"[20, 39]",5652.9734424242415
SOFT-HARD-MEDIUM,"[18, 37]",5652.9734424242415
HARD-SOFT-MEDIUM,"[19, 37]",5652.973442424243
HARD-MEDIUM-SOFT,"[19, 39]",5652.973442424243
MEDIUM-HARD-SOFT,"[20, 32]",5653.005345454543
HARD-MEDIUM-SOFT,"[12, 32]",5653.005345454545
HARD-SOFT-MEDIUM,"[12, 37]",5653.005345454546
HARD-MEDIUM-SOFT,"[12, 22]",5653.119224242426
MEDIUM-HARD-SOFT,"[10, 22]",5653.119224242426
HARD-SOFT-MEDIUM,"[10, 39]",5653.195424242424
MEDIUM-HARD-SOFT,"[18, 28]",5653.195424242425
HARD-MEDIUM-SOFT,"[10, 28]",5653.195424242425
MEDIUM-SOFT-HARD,"[17, 33]",5653.371745454544
SOFT-MEDIUM-HARD,"[16, 33]",5653.371745454544
SOFT-HARD-MEDIUM,"[16, 40]",5653.371745454545
MEDIUM-HARD-SOFT,"[17, 41]",5653.371745454545
HARD-SOFT-MEDIUM,"[24, 40]",5653.371745454547
HARD-MEDIUM-SOFT,"[24, 41]",5653.371745454547
MEDIUM-HARD-SOFT,"[21, 36]",5653.459018181817
SOFT-HARD-MEDIUM,"[21, 36]",5653.459018181817
SOFT-MEDIUM-HARD,"[21, 42]",5653.459018181817
MEDIUM-SOFT-HARD,"[21, 42]",5653.459018181817
HARD-SOFT-MEDIUM,"[15, 36]",5653.459018181818
HARD-MEDIUM-SOFT,"[15, 36]",5653.4590181818185
SOFT-MEDIUM-HARD,"[16, 32]",5653.464684848484
MEDIUM-SOFT-HARD,"[16, 32]",5653.464684848484
MEDIUM-HARD-SOFT,"[16, 41]",5653.4646848484845
SOFT-HARD-MEDIUM,"[16, 41]",5653.4646848484845
MEDIUM-HARD-SOFT,"[13, 23]",5653.4989393939395
HARD-MEDIUM-SOFT,"[10, 23]",5653.4989393939395
HARD-SOFT-MEDIUM,"[10, 44]",5653.49893939394
MEDIUM-SOFT-HARD,"[21, 41]",5653.549296969695
SOFT-HARD-MEDIUM,"[20, 36]",5653.549296969695
MEDIUM-HARD-SOFT,"[21, 37]",5653.549296969695
SOFT-MEDIUM-HARD,"[20, 41]",5653.549296969696
HARD-SOFT-MEDIUM,"[16, 36]",5653.549296969697
HARD-MEDIUM-SOFT,"[16, 37]",5653.549296969697
MEDIUM-SOFT-HARD,"[21, 43]",5653.59369090909
SOFT-MEDIUM-HARD,"[22, 43]",5653.59369090909
SOFT-HARD-MEDIUM,"[22, 36]",5653.59369090909
HARD-MEDIUM-SOFT,"[14, 35]",5653.593690909091
MEDIUM-HARD-SOFT,"[21, 35]",5653.593690909091
HARD-SOFT-MEDIUM,"[14, 36]",5653.593690909091
MEDIUM-SOFT-HARD,"[18, 34]",5653.594799999998
SOFT-MEDIUM-HARD,"[16, 34]",5653.594799999999
SOFT-HARD-MEDIUM,"[16, 39]",5653.594799999999
MEDIUM-HARD-SOFT,"[18, 41]",5653.5948
HARD-SOFT-MEDIUM,"[23, 39]",5653.594800000001
HARD-MEDIUM-SOFT,"[23, 41]",5653.594800000002
HARD-MEDIUM-SOFT,"[11, 22]",5653.60250909091
MEDIUM-HARD-SOFT,"[11, 22]",5653.60250909091
MEDIUM-SOFT-HARD,"[13, 30]",5653.6084606060585
SOFT-HARD-MEDIUM,"[17, 44]",5653.608460606059
SOFT-MEDIUM-HARD,"[17, 30]",5653.608460606059
MEDIUM-HARD-SOFT,"[13, 40]",5653.60846060606
SOFT-HARD-MEDIUM,"[19, 36]",5653.864527272725
MEDIUM-SOFT-HARD,"[21, 40]",5653.864527272726
SOFT-MEDIUM-HARD,"[19, 40]",5653.864527272726
MEDIUM-HARD-SOFT,"[21, 38]",5653.864527272726
HARD-SOFT-MEDIUM,"[17, 36]",5653.864527272727
HARD-MEDIUM-SOFT,"[17, 38]",5653.864527272728
MEDIUM-SOFT-HARD,"[20, 37]",5653.868690909089
SOFT-MEDIUM-HARD,"[17, 37]",5653.868690909089
MEDIUM-HARD-SOFT,"[20, 40]",5653.86869090909
SOFT-HARD-MEDIUM,"[17, 37]",5653.86869090909
HARD-SOFT-MEDIUM,"[20, 37]",5653.868690909092
HARD-MEDIUM-SOFT,"[20, 40]",5653.868690909092
SOFT-MEDIUM-HARD,"[16, 31]",5653.873618181818
SOFT-HARD-MEDIUM,"[16, 42]",5653.873618181818
MEDIUM-SOFT-HARD,"[15, 31]",5653.873618181818
MEDIUM-HARD-SOFT,"[15, 41]",5653.873618181818
HARD-MEDIUM-SOFT,"[11, 31]",5653.909709090908
MEDIUM-HARD-SOFT,"[20, 31]",5653.909709090908
HARD-SOFT-MEDIUM,"[11, 37]",5653.90970909091
SOFT-HARD-MEDIUM,"[23, 36]",5653.953315151513
MEDIUM-SOFT-HARD,"[21, 44]",5653.953315151514
HARD-SOFT-MEDIUM,"[13, 36]",5653.953315151515
SOFT-MEDIUM-HARD,"[23, 44]",5653.953315151515
HARD-MEDIUM-SOFT,"[13, 34]",5653.953315151515
MEDIUM-HARD-SOFT,"[21, 34]",5653.953315151515
MEDIUM-HARD-SOFT,"[19, 29]",5653.976866666665
HARD-SOFT-MEDIUM,"[10, 38]",5653.976866666667
HARD-MEDIUM-SOFT,"[10, 29]",5653.976866666667
SOFT-MEDIUM-HARD,"[19, 29]",5654.068993939392
MEDIUM-SOFT-HARD,"[10, 29]",5654.068993939392
MEDIUM-HARD-SOFT,"[10, 38]",5654.068993939393
SOFT-HARD-MEDIUM,"[16, 38]",5654.1338484848475
MEDIUM-SOFT-HARD,"[19, 35]",5654.1338484848475
MEDIUM-HARD-SOFT,"[19, 41]",5654.1338484848475
SOFT-MEDIUM-HARD,"[16, 35]",5654.133848484848
HARD-SOFT-MEDIUM,"[22, 38]",5654.133848484849
HARD-MEDIUM-SOFT,"[22, 41]",5654.13384848485
MEDIUM-SOFT-HARD,"[11, 29]",5654.311769696968
SOFT-MEDIUM-HARD,"[18, 29]",5654.311769696968
MEDIUM-HARD-SOFT,"[11, 39]",5654.311769696969
HARD-SOFT,[14],5654.37729090909
HARD-MEDIUM-SOFT,"[10, 22]",5654.401787878789
MEDIUM-HARD-SOFT,"[12, 22]",5654.401787878789
MEDIUM-SOFT-HARD,"[21, 39]",5654.404709090908
SOFT-HARD-MEDIUM,"[18, 36]",5654.404709090908
MEDIUM-HARD-SOFT,"[21, 39]",5654.404709090909
SOFT-MEDIUM-HARD,"[18, 39]",5654.404709090909
HARD-MEDIUM-SOFT,"[18, 39]",5654.40470909091
HARD-SOFT-MEDIUM,"[18, 36]",5654.40470909091
SOFT-HARD-MEDIUM,"[24, 36]",5654.53789090909
HARD-MEDIUM-SOFT,"[12, 33]",5654.5378909090905
MEDIUM-HARD-SOFT,"[21, 33]",5654.5378909090905
HARD-SOFT-MEDIUM,"[12, 36]",5654.5378909090905
SOFT-HARD,[23],5654.593351515151
HARD-SOFT,[34],5654.593351515152
MEDIUM-SOFT-HARD,"[14, 30]",5654.5985454545435
SOFT-MEDIUM-HARD,"[16, 30]",5654.598545454544
SOFT-HARD-MEDIUM,"[16, 43]",5654.598545454544
MEDIUM-HARD-SOFT,"[14, 41]",5654.598545454545
SOFT-MEDIUM-HARD,"[17, 29]",5654.835260606059
MEDIUM-SOFT-HARD,"[12, 29]",5654.83526060606
MEDIUM-HARD-SOFT,"[12, 40]",5654.835260606061
MEDIUM-HARD-SOFT,"[10, 21]",5654.971951515152
HARD-MEDIUM-SOFT,"[11, 21]",5654.971951515152
SOFT-MEDIUM-HARD,"[16, 36]",5654.98889090909
MEDIUM-SOFT-HARD,"[20, 36]",5654.98889090909
MEDIUM-HARD-SOFT,"[20, 41]",5654.9888909090905
SOFT-HARD-MEDIUM,"[16, 37]",5654.9888909090905
HARD-SOFT-MEDIUM,"[21, 37]",5654.988890909091
HARD-MEDIUM-SOFT,"[21, 41]",5654.988890909092
HARD-MEDIUM-SOFT,"[10, 30]",5655.039024242424
MEDIUM-HARD-SOFT,"[20, 30]",5655.039024242424
HARD-SOFT-MEDIUM,"[10, 37]",5655.039024242425
SOFT-MEDIUM-HARD,"[15, 32]",5655.107242424241
MEDIUM-SOFT-HARD,"[17, 32]",5655.107242424241
SOFT-HARD-MEDIUM,"[15, 40]",5655.107242424242
MEDIUM-HARD-SOFT,"[17, 42]",5655.107242424242
MEDIUM-SOFT-HARD,"[21, 38]",5655.16984242424
SOFT-HARD-MEDIUM,"[17, 36]",5655.16984242424
SOFT-MEDIUM-HARD,"[17, 38]",5655.169842424241
MEDIUM-HARD-SOFT,"[21, 40]",5655.169842424242
HARD-SOFT-MEDIUM,"[19, 36]",5655.169842424243
HARD-MEDIUM-SOFT,"[19, 40]",5655.169842424244
MEDIUM-SOFT-HARD,"[18, 33]",5655.20018181818
MEDIUM-HARD-SOFT,"[18, 42]",5655.200181818181
SOFT-MEDIUM-HARD,"[15, 33]",5655.200181818181
SOFT-HARD-MEDIUM,"[15, 39]",5655.200181818181
HARD-SOFT-MEDIUM,"[24, 39]",5655.2001818181825
HARD-MEDIUM-SOFT,"[24, 42]",5655.2001818181825
MEDIUM-SOFT-HARD,"[16, 31]",5655.330296969696
SOFT-HARD-MEDIUM,"[15, 41]",5655.330296969696
MEDIUM-HARD-SOFT,"[16, 42]",5655.330296969696
SOFT-MEDIUM-HARD,"[15, 31]",5655.330296969696
MEDIUM-HARD-SOFT,"[21, 32]",5655.3474181818165
HARD-SOFT-MEDIUM,"[11, 36]",5655.347418181818
HARD-MEDIUM-SOFT,"[11, 32]",5655.347418181818
MEDIUM-SOFT-HARD,"[22, 42]",5655.556787878786
MEDIUM-HARD-SOFT,"[22, 37]",5655.556787878786
SOFT-HARD-MEDIUM,"[20, 35]",5655.556787878787
SOFT-MEDIUM-HARD,"[20, 42]",5655.556787878787
HARD-SOFT-MEDIUM,"[15, 35]",5655.556787878788
HARD-MEDIUM-SOFT,"[15, 37]",5655.556787878788
MEDIUM-HARD-SOFT,"[11, 21]",5655.585351515151
HARD-MEDIUM-SOFT,"[10, 21]",5655.585351515151
MEDIUM-SOFT-HARD,"[22, 43]",5655.596624242423
SOFT-HARD-MEDIUM,"[21, 35]",5655.596624242423
SOFT-MEDIUM-HARD,"[21, 43]",5655.596624242423
HARD-MEDIUM-SOFT,"[14, 36]",5655.596624242424
MEDIUM-HARD-SOFT,"[22, 36]",5655.596624242424
HARD-SOFT-MEDIUM,"[14, 35]",5655.596624242425
MEDIUM-SOFT-HARD,"[19, 34]",5655.609115151513
SOFT-MEDIUM-HARD,"[15, 34]",5655.609115151514
SOFT-HARD-MEDIUM,"[15, 38]",5655.609115151514
MEDIUM-HARD-SOFT,"[19, 42]",5655.609115151514
HARD-SOFT-MEDIUM,"[23, 38]",5655.609115151516
HARD-MEDIUM-SOFT,"[23, 42]",5655.609115151517
MEDIUM-SOFT-HARD,"[13, 29]",5655.639466666665
SOFT-MEDIUM-HARD,"[16, 29]",5655.639466666666
