Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSec
0 days 01:07:51.176000,RUS,63,0 days 00:01:38.416000,18.0,2,,,0 days 00:00:31.806000,0 days 00:00:42.097000,0 days 00:00:24.513000,0 days 01:06:44.566000,0 days 01:07:26.663000,0 days 01:07:51.176000,227.0,252.0,266.0,276.0,False,SOFT,10.0,False,Mercedes,0 days 01:06:12.760000,2022-03-18 15:51:12.792,1,,False,,False,True,98.416
0 days 01:09:30.003000,RUS,63,0 days 00:01:38.827000,19.0,2,,,0 days 00:00:31.894000,0 days 00:00:42.311000,0 days 00:00:24.622000,0 days 01:08:23.070000,0 days 01:09:05.381000,0 days 01:09:30.003000,226.0,256.0,275.0,278.0,False,SOFT,11.0,False,Mercedes,0 days 01:07:51.176000,2022-03-18 15:52:51.208,1,,False,,False,True,98.827
0 days 01:11:08.332000,RUS,63,0 days 00:01:38.329000,20.0,2,,,0 days 00:00:31.428000,0 days 00:00:42.415000,0 days 00:00:24.486000,0 days 01:10:01.431000,0 days 01:10:43.846000,0 days 01:11:08.332000,225.0,252.0,264.0,306.0,False,SOFT,12.0,False,Mercedes,0 days 01:09:30.003000,2022-03-18 15:54:30.035,1,,False,,False,True,98.329
0 days 01:12:47.106000,RUS,63,0 days 00:01:38.774000,21.0,2,,,0 days 00:00:31.804000,0 days 00:00:42.422000,0 days 00:00:24.548000,0 days 01:11:40.136000,0 days 01:12:22.558000,0 days 01:12:47.106000,227.0,248.0,264.0,277.0,False,SOFT,13.0,False,Mercedes,0 days 01:11:08.332000,2022-03-18 15:56:08.364,1,,False,,False,True,98.774
0 days 01:14:26.094000,RUS,63,0 days 00:01:38.988000,22.0,2,,,0 days 00:00:31.850000,0 days 00:00:42.585000,0 days 00:00:24.553000,0 days 01:13:18.956000,0 days 01:14:01.541000,0 days 01:14:26.094000,227.0,246.0,266.0,283.0,False,SOFT,14.0,False,Mercedes,0 days 01:12:47.106000,2022-03-18 15:57:47.138,1,,False,,False,True,98.988
0 days 01:16:05.560000,RUS,63,0 days 00:01:39.466000,23.0,2,,,0 days 00:00:32.007000,0 days 00:00:42.697000,0 days 00:00:24.762000,0 days 01:14:58.101000,0 days 01:15:40.798000,0 days 01:16:05.560000,228.0,255.0,239.0,278.0,False,SOFT,15.0,False,Mercedes,0 days 01:14:26.094000,2022-03-18 15:59:26.126,1,,False,,False,True,99.466
0 days 00:43:41.940000,BOT,77,0 days 00:01:32.951000,13.0,2,,,0 days 00:00:29.662000,0 days 00:00:39.965000,0 days 00:00:23.324000,0 days 00:42:38.651000,0 days 00:43:18.616000,0 days 00:43:41.940000,240.0,267.0,282.0,310.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:42:08.989000,2022-03-18 15:27:09.021,1,,False,,False,True,92.951
0 days 00:47:19.196000,BOT,77,0 days 00:01:33.463000,15.0,2,,,0 days 00:00:29.824000,0 days 00:00:40.287000,0 days 00:00:23.352000,0 days 00:46:15.557000,0 days 00:46:55.844000,0 days 00:47:19.196000,238.0,266.0,283.0,306.0,False,SOFT,4.0,True,Alfa Romeo,0 days 00:45:45.733000,2022-03-18 15:30:45.765,1,,False,,False,True,93.463
0 days 00:51:15.065000,BOT,77,0 days 00:01:33.057000,17.0,2,,,0 days 00:00:29.926000,0 days 00:00:39.800000,0 days 00:00:23.331000,0 days 00:50:11.934000,0 days 00:50:51.734000,0 days 00:51:15.065000,239.0,267.0,281.0,307.0,False,SOFT,6.0,True,Alfa Romeo,0 days 00:49:42.008000,2022-03-18 15:34:42.040,1,,False,,False,True,93.057
0 days 01:02:35.189000,BOT,77,0 days 00:01:37.808000,20.0,2,,,0 days 00:00:31.312000,0 days 00:00:42.212000,0 days 00:00:24.284000,0 days 01:01:28.693000,0 days 01:02:10.905000,0 days 01:02:35.189000,232.0,254.0,271.0,287.0,False,SOFT,9.0,False,Alfa Romeo,0 days 01:00:57.381000,2022-03-18 15:45:57.413,1,,False,,False,True,97.808
0 days 01:04:13.400000,BOT,77,0 days 00:01:38.211000,21.0,2,,,0 days 00:00:31.547000,0 days 00:00:42.358000,0 days 00:00:24.306000,0 days 01:03:06.736000,0 days 01:03:49.094000,0 days 01:04:13.400000,227.0,249.0,281.0,286.0,False,SOFT,10.0,False,Alfa Romeo,0 days 01:02:35.189000,2022-03-18 15:47:35.221,1,,False,,False,True,98.211
0 days 01:05:51.390000,BOT,77,0 days 00:01:37.990000,22.0,2,,,0 days 00:00:31.086000,0 days 00:00:42.572000,0 days 00:00:24.332000,0 days 01:04:44.486000,0 days 01:05:27.058000,0 days 01:05:51.390000,229.0,250.0,271.0,312.0,False,SOFT,11.0,False,Alfa Romeo,0 days 01:04:13.400000,2022-03-18 15:49:13.432,1,,False,,False,True,97.99
0 days 01:07:30.078000,BOT,77,0 days 00:01:38.688000,23.0,2,,,0 days 00:00:31.592000,0 days 00:00:42.594000,0 days 00:00:24.502000,0 days 01:06:22.982000,0 days 01:07:05.576000,0 days 01:07:30.078000,227.0,252.0,271.0,284.0,False,SOFT,12.0,False,Alfa Romeo,0 days 01:05:51.390000,2022-03-18 15:50:51.422,1,,False,,False,True,98.688
0 days 01:09:08.889000,BOT,77,0 days 00:01:38.811000,24.0,2,,,0 days 00:00:31.556000,0 days 00:00:42.769000,0 days 00:00:24.486000,0 days 01:08:01.634000,0 days 01:08:44.403000,0 days 01:09:08.889000,226.0,252.0,271.0,287.0,False,SOFT,13.0,False,Alfa Romeo,0 days 01:07:30.078000,2022-03-18 15:52:30.110,1,,False,,False,True,98.811
0 days 01:10:47.391000,BOT,77,0 days 00:01:38.502000,25.0,2,,,0 days 00:00:31.466000,0 days 00:00:42.535000,0 days 00:00:24.501000,0 days 01:09:40.355000,0 days 01:10:22.890000,0 days 01:10:47.391000,231.0,251.0,270.0,292.0,False,SOFT,14.0,False,Alfa Romeo,0 days 01:09:08.889000,2022-03-18 15:54:08.921,1,,False,,False,True,98.502
0 days 00:59:18.534000,LAT,6,0 days 00:01:40.237000,16.0,4,,,0 days 00:00:31.870000,0 days 00:00:43.700000,0 days 00:00:24.667000,0 days 00:58:10.167000,0 days 00:58:53.867000,0 days 00:59:18.534000,227.0,241.0,271.0,285.0,False,SOFT,7.0,False,Williams,0 days 00:57:38.297000,2022-03-18 15:42:38.329,1,,False,,False,True,100.237
0 days 01:00:58.505000,LAT,6,0 days 00:01:39.971000,17.0,4,,,0 days 00:00:31.758000,0 days 00:00:43.500000,0 days 00:00:24.713000,0 days 00:59:50.292000,0 days 01:00:33.792000,0 days 01:00:58.505000,231.0,236.0,274.0,294.0,False,SOFT,8.0,False,Williams,0 days 00:59:18.534000,2022-03-18 15:44:18.566,1,,False,,False,True,99.971
0 days 01:02:38.366000,LAT,6,0 days 00:01:39.861000,18.0,4,,,0 days 00:00:31.721000,0 days 00:00:43.480000,0 days 00:00:24.660000,0 days 01:01:30.226000,0 days 01:02:13.706000,0 days 01:02:38.366000,230.0,241.0,272.0,296.0,False,SOFT,9.0,False,Williams,0 days 01:00:58.505000,2022-03-18 15:45:58.537,1,,False,,False,True,99.861
0 days 01:04:18.363000,LAT,6,0 days 00:01:39.997000,19.0,4,,,0 days 00:00:31.833000,0 days 00:00:43.476000,0 days 00:00:24.688000,0 days 01:03:10.199000,0 days 01:03:53.675000,0 days 01:04:18.363000,229.0,245.0,271.0,293.0,False,SOFT,10.0,False,Williams,0 days 01:02:38.366000,2022-03-18 15:47:38.398,1,,False,,False,True,99.997
0 days 01:05:58.316000,LAT,6,0 days 00:01:39.953000,20.0,4,,,0 days 00:00:32.019000,0 days 00:00:43.426000,0 days 00:00:24.508000,0 days 01:04:50.382000,0 days 01:05:33.808000,0 days 01:05:58.316000,230.0,246.0,271.0,291.0,False,SOFT,11.0,False,Williams,0 days 01:04:18.363000,2022-03-18 15:49:18.395,1,,False,,False,True,99.953
0 days 01:07:38.099000,LAT,6,0 days 00:01:39.783000,21.0,4,,,0 days 00:00:31.844000,0 days 00:00:43.354000,0 days 00:00:24.585000,0 days 01:06:30.160000,0 days 01:07:13.514000,0 days 01:07:38.099000,227.0,246.0,272.0,291.0,False,SOFT,12.0,False,Williams,0 days 01:05:58.316000,2022-03-18 15:50:58.348,1,,False,,False,True,99.783
0 days 01:09:17.812000,LAT,6,0 days 00:01:39.713000,22.0,4,,,0 days 00:00:31.726000,0 days 00:00:43.408000,0 days 00:00:24.579000,0 days 01:08:09.825000,0 days 01:08:53.233000,0 days 01:09:17.812000,228.0,244.0,272.0,294.0,False,SOFT,13.0,False,Williams,0 days 01:07:38.099000,2022-03-18 15:52:38.131,1,,False,,False,True,99.713
0 days 01:10:57.834000,LAT,6,0 days 00:01:40.022000,23.0,4,,,0 days 00:00:31.922000,0 days 00:00:43.536000,0 days 00:00:24.564000,0 days 01:09:49.734000,0 days 01:10:33.270000,0 days 01:10:57.834000,229.0,247.0,271.0,295.0,False,SOFT,14.0,False,Williams,0 days 01:09:17.812000,2022-03-18 15:54:17.844,1,,False,,False,True,100.022
0 days 01:12:38.042000,LAT,6,0 days 00:01:40.208000,24.0,4,,,0 days 00:00:31.914000,0 days 00:00:43.429000,0 days 00:00:24.865000,0 days 01:11:29.748000,0 days 01:12:13.177000,0 days 01:12:38.042000,227.0,252.0,271.0,291.0,False,SOFT,15.0,False,Williams,0 days 01:10:57.834000,2022-03-18 15:55:57.866,1,,False,,False,True,100.208
0 days 01:14:18.288000,LAT,6,0 days 00:01:40.246000,25.0,4,,,0 days 00:00:31.919000,0 days 00:00:43.487000,0 days 00:00:24.840000,0 days 01:13:09.961000,0 days 01:13:53.448000,0 days 01:14:18.288000,227.0,254.0,271.0,289.0,False,SOFT,16.0,False,Williams,0 days 01:12:38.042000,2022-03-18 15:57:38.074,1,,False,,False,True,100.246
0 days 01:07:28.145000,MAG,20,0 days 00:01:38.771000,16.0,4,,,0 days 00:00:31.786000,0 days 00:00:42.638000,0 days 00:00:24.347000,0 days 01:06:21.160000,0 days 01:07:03.798000,0 days 01:07:28.145000,223.0,242.0,271.0,276.0,False,SOFT,7.0,False,Haas F1 Team,0 days 01:05:49.374000,2022-03-18 15:50:49.406,1,,False,,False,True,98.771
0 days 01:09:06.271000,MAG,20,0 days 00:01:38.126000,17.0,4,,,0 days 00:00:31.506000,0 days 00:00:42.382000,0 days 00:00:24.238000,0 days 01:07:59.651000,0 days 01:08:42.033000,0 days 01:09:06.271000,227.0,248.0,272.0,285.0,False,SOFT,8.0,False,Haas F1 Team,0 days 01:07:28.145000,2022-03-18 15:52:28.177,1,,False,,False,True,98.126
0 days 01:10:44.410000,MAG,20,0 days 00:01:38.139000,18.0,4,,,0 days 00:00:31.466000,0 days 00:00:42.372000,0 days 00:00:24.301000,0 days 01:09:37.737000,0 days 01:10:20.109000,0 days 01:10:44.410000,229.0,248.0,271.0,287.0,False,SOFT,9.0,False,Haas F1 Team,0 days 01:09:06.271000,2022-03-18 15:54:06.303,1,,False,,False,True,98.139
0 days 01:12:22.743000,MAG,20,0 days 00:01:38.333000,19.0,4,,,0 days 00:00:31.490000,0 days 00:00:42.441000,0 days 00:00:24.402000,0 days 01:11:15.900000,0 days 01:11:58.341000,0 days 01:12:22.743000,228.0,250.0,272.0,289.0,False,SOFT,10.0,False,Haas F1 Team,0 days 01:10:44.410000,2022-03-18 15:55:44.442,1,,False,,False,True,98.333
0 days 01:14:01.363000,MAG,20,0 days 00:01:38.620000,20.0,4,,,0 days 00:00:31.520000,0 days 00:00:42.624000,0 days 00:00:24.476000,0 days 01:12:54.263000,0 days 01:13:36.887000,0 days 01:14:01.363000,228.0,249.0,273.0,289.0,False,SOFT,11.0,False,Haas F1 Team,0 days 01:12:22.743000,2022-03-18 15:57:22.775,1,,False,,False,True,98.62
0 days 01:15:40.198000,MAG,20,0 days 00:01:38.835000,21.0,4,,,0 days 00:00:31.605000,0 days 00:00:42.645000,0 days 00:00:24.585000,0 days 01:14:32.968000,0 days 01:15:15.613000,0 days 01:15:40.198000,227.0,251.0,282.0,291.0,False,SOFT,12.0,False,Haas F1 Team,0 days 01:14:01.363000,2022-03-18 15:59:01.395,1,,False,,False,True,98.835
